"Number","Title","Year","Runtime","Genre","Ratings","Director","Total.Vote","Rated","Stars.1","Stars.2","Stars.3"
"919.","Daur Hidup",2021,88,"Drama",7.7,"Mian Tiara",7,"17+","Jerome Kurnia","Shareefa Daanish","Samo Rafael"
"920.","EL: The Movie",2018,88,"Drama",7.7,"Findo Purwono",7,"17+","Dimaz Andrean","Meriam Bellina","Brigitta Cynthia"
"921.","Brandal-Brandal Ciliwung",2012,105,"Drama",7.6,"Guntur Soeharjanto",26,"17+","Endy Arfian","Gritte Agatha","Aldy Rialdy"
"922.","Dukun ilmu hitam",1981,87,"Drama",5,"A. Harris",6,"17+","W.D. Mochtar","Farida Pasha","Dian Ariestya"
"923.","Mia",2019,73,"Drama",5.9,"Estelle Linden",16,"17+","Marcellino Lafrand","Allison Lanier","Estelle Linden"
"927.","Dongkrak Antik",1982,90,"Comedy",7.7,"Arizal",79,"13+","Meriam Bellina","Idjah Bomber","Pitradjaya Burnama"
"928.","The Sun, the Moon, & the Hurricane",2014,101,"Drama",8.2,"Andri Cung",47,"13+","Natalius Chendana","William Tjokro","Gesata Stella"
"929.","Me vs. Mami",2016,93,"Comedy",7.5,"Ody C. Harahap",54,"13+","Cut Mini Theo","Irish Bella","Dimas Aditya"
"930.","Marmut Merah Jambu",2014,91,"Comedy",6.9,"Raditya Dika",368,"13+","Raditya Dika","Christoffer Nelwan","Franda"
"931.","Minggu Pagi di Victoria Park",2010,90,"Drama",7.6,"Lola Amaria",76,"SU","Donny Alamsyah","Lola Amaria","Titi Rajo Bintang"
"932.","Anggrek merah",1977,89,"Horror",4.2,"Nico Pelamonia",69,"SU","Dewi Arimbi","Bram Manick","Rahayu Effendi"
"933.","Affair",2010,75,"Horror",4.2,"Nayato Fio Nuala",69,"SU","Sigi Wimala","Garneta Haruni","Dimas Aditya"
"934.","Madame X",2010,102,"Action",6.3,"Lucky Kuswandi",68,"SU","Joko Anwar","Titi Dwijayati","Ikhsan Himawan"
"937.","Gita Cinta dari SMA",1979,90,"Romance",8.1,"Arizal",31,"SU","Adisoerya Abdi","Lisa Dona","Yessy Gusman"
"938.","Talak 3",2016,90,"Comedy",7.1,"Ismail Basbeth",111,"SU","Hanung Bramantyo","Laudya Cynthia Bella","Reza Rahadian"
"939.","Salawaku",2016,82,"Drama",7.7,"Pritagita Arianegara",77,"SU","Elko Kastanya","Karina Salim","Joshua Matulessy"
"940.","Rumah Merah Putih",2019,96,"Drama",8.1,"Ari Sihasale",15,"SU","Petrick Rumlaklak","Amori de Purivicacao","Pevita Pearce"
"941.","Rasa",2009,77,"Action",7,"Charles Gozali",25,"17+","Christian Sugiono","Pevita Pearce","Wulan Guritno"
"943.","SkakMat",2015,77,"Action",6.6,"Ody C. Harahap",15,"17+","Donny Alamsyah","Tanta Ginting","Hannah Al Rashid"
"944.","Pintu Merah",2019,77,"Horror",7,"Noviandra Santosa",12,"17+","Aura Kasih","Miller Khan","Cornelio Sunny"
"945.","Si Buta dari Gua Hantu",1985,88,"Drama",6.1,"Ratno Timoer",15,"SU","Ayu Azhari","Advent Bangun","Pitradjaya Burnama"
"946.","Bukan Cowok Idola",2008,88,"Drama",7.7,"Iqbal Rais",52,"SU","Dennis Adhiswara","Nadia Edward","Ramon Y. Tungka"
"947.","Badai Pasti Berlalu",1977,115,"Drama",7.7,"Teguh Karya",52,"SU","Roy Marten","Christine Hakim","Slamet Rahardjo"
"948.","Maju Kena Mundur Kena",1983,92,"Comedy",7.7,"Arizal",76,"SU","Eva Arnaz","Idjah Bomber","Anis Chan"
"949.","Pinky Promise",2016,104,"Comedy",7.4,"Guntur Soeharjanto",7,"SU","Donny Alamsyah","Dhea Ananda","Alexandra Gottardo"
"951.","6:30",2006,120,"Drama",6.3,"Rinaldy Puspoyo",40,"SU","Adilla Dimitri","Dinna Olivia","Winky Wiryawan"
"952.","Ketika Cinta Bertasbih 2",2009,120,"Drama",6.3,"Chaerul Umam",117,"SU","Kholidi Asadil Alam","Oki Setiana Dewi","Alice Norin"
"953.","Membakar Matahari",1983,90,"Action",5.7,"Arizal",13,"SU","Eva Arnaz","Barry Prima","George Rudy"
"954.","Garasi",2006,110,"Drama",6.3,"Agung Sentausa",75,"SU","Fedi Nuril","Ayu Ratna","Aries Budiman"
"956.","Lagi-Lagi Ateng",2019,108,"Comedy",6.4,"Monty Tiwa",25,"SU","Augie Fantinus","Soleh Solihun","Julie Estelle"
"958.","KAILI: Karena Aku Ingin Kembali",2017,98,"Drama",8.1,"Andi Syahwal Mattuju",17,"17+","Moh. Dhoby","Atika Fauziyyah","Shella Silvany Kambay"
"959.","Escape from Hellhole",1983,100,"Action",4.4,"Maman Firmansyah",109,"17+","Gudi Sintara","Dicky Zulkarnaen","Siska Widowati"
"960.","Sawadikap",2016,88,"Horror",7.4,"Andreas Sullivan",12,"17+","Ilona Cecilia","Kiky Drajat","Lionil Hendrik"
"961.","Bidadari Terakhir",2015,106,"Drama",7.4,"Awi Suryadi",12,"17+","Maxime Bouttier","Whulandary Herman","Stella Cornelia"
"963.","Si Jago Merah 2: Air & Api",2015,99,"Action",7.4,"Raymond Handaya",12,"17+","Judika Sihotang","Deddy Mahendra Desta","Dion Wiyoko"
"964.","Sesuai Aplikasi",2018,89,"Comedy",6.1,"Adink Liwutang",70,"17+","Valentino Peter","Lolox","Ernest Prakasa"
"965.","Lovely Luna",2004,92,"Drama",5.5,"Lasja Fauzia",18,"13+","Denny Aditya W.S.","Herjunot Ali","Shareefa Daanish"
"966.","Rumah dan Musim Hujan",2012,100,"Comedy",7.5,"Ifa Isfansyah",77,"13+","Tora Sudiro","Vino G. Bastian","Tara Basro"
"967.","Garuda Superhero",2015,85,"Action",4.4,"X. Jo",24,"13+","Rizal Idrus","Slamet Rahardjo","Robby Sugara"
"968.","Si Jago Merah",2008,104,"Comedy",5.8,"Iqbal Rais",54,"13+","Ringgo Agus Rahman","Deddy Mahendra Desta","Ytonk Club 80's"
"969.","Java Burn",1988,85,"Action",4.2,"Robert Chappell",31,"13+","William Bell Sullivan","Ava Lazar","Ayu Azhari"
"970.","Liam dan Laila",2018,94,"Drama",7.8,"Arief Malinmudo",26,"13+","Nirina Zubir","Jonatan Cerrada","David Chalik"
"972.","Hantu",2007,95,"Horror",5.8,"Adrianto Sinaga",46,"R13+","Dhea Ananda","Dwi Andhika","Oka Antara"
"973.","Sampai Ujung Dunia",2012,112,"Drama",7.9,"Monty Tiwa",40,"R13+","Diaz Ardiawan","Chintami Atmanegara","Deddy Mahendra Desta"
"974.","Akhirat: A Love Story",2021,112,"Drama",7.7,"Jason Iskandar",40,"R13+","Adipati Dolken","Della Dartyan","Verdi Solaiman"
"975.","Menuju Rembulan",2015,80,"Drama",6.2,"Ismail Basbeth",66,"SU","Tara Basro","Ratu Anandita","Cornelio Sunny"
"976.","Kamp Tawanan Wanita",1983,96,"Action",5,"Jopi Burnama",40,"SU","Marisa Haque","Boy Tirayoh","Mangara Siahaan"
"978.","Vajra Mushti",1985,107,"Drama",7.6,"Bhargava",72,"SU","Arathi","Mukhyamantri Chandru","Gayatri"
"979.","Madre",2013,107,"Drama",7.6,"Benni Setiawan",72,"SU","Laura Basuki","Vino G. Bastian","R. Chaeruli"
"980.","Gotcha",2006,94,"Horror",5,"Nayato Fio Nuala",27,"SU","Hendrik Betta","Kirana Larasati","Fikri Ramdhan"
"982.","Trinity Traveler",2019,97,"Adventure",6,"Rizal Mantovani",34,"13+","Maudy Ayunda","Hamish Daud","Rachel Amanda"
"983.","CJR the Movie: Lawan Rasa Takutmu",2015,90,"Drama",7.6,"Patrick Effendy",37,"13+","Iqbaal Dhiafakhri Ramadhan","Teuku Ryzki","Alvaro Maldini Siregar"
"984.","I",2021,86,"Action",6.6,"Anggy Umbara",9,"D","Omar Daniel","Amanda Rigby","Anggika Bolsterli"
"985.","Pariban: Idola dari Tanah Jawa",2019,101,"Comedy",7.3,"Andibachtiar Yusuf",42,"13+","Atiqah Hasiholan","Ganindra Bimo","Rizky Mocil"
"986.","Oo Nina Bobo",2014,106,"Horror",5.3,"Jose Poernomo",55,"17+","Boy Rano","Revalina S. Temat","Daniel Topan"
"987.","My Generation",2017,106,"Drama",7.1,"Upi Avianto",71,"17+","Bryan Warow","Arya Vasco","Lutesha"
"989.","Ritual",2019,72,"Horror",4.9,"Findo Purwono",10,"17+","Salshabilla Adriani","Richelle Georgette Skornicki","Ferry Ardiansyah"
"990.","Lima",2018,110,"Drama",7,"Harvan Agustriansyah",41,"17+","Lola Amaria","Adriyanto Dewo","Tika Pramesti"
"996.","Belenggu",2012,100,"Horror",6.2,"Upi Avianto",205,"17+","Abimana Aryasatya","Imelda Therinne","Laudya Cynthia Bella"
"997.","Mengejar Matahari",2004,86,"Drama",7.1,"Rudy Soedjarwo",243,"17+","Fedi Nuril","Winky Wiryawan","Fauzi Baadila"
"998.","Virgin 3: Satu Malam Mengubah Segalanya",2011,82,"Drama",5.9,"Nayato Fio Nuala",20,"17+","Alex Abbad","Raffi Ahmad","Fikri Baladraf"
"999.","Kasmaran",1987,104,"Horror",5,"Slamet Rahardjo",26,"17+","Ida Iasha","Dwi Yan","Ira Wibowo"
"1,000.","Psikopat",2005,87,"Horror",5,"Rudy Aryanto",26,"17+","Egy Fedly","Sigit Hardadi","Secha Lauretta"
"1,001.","Mafia Insyaf",2010,82,"Action",5,"Otoy Witoyo",26,"17+","Atiqah Hasiholan","Tora Sudiro","Indah Kalalo"
"1,002.","Viva JKT48",2014,82,"Comedy",7.8,"Awi Suryadi",41,"17+","Melody Nurramdhani Laksani","Nabilah Ratna Ayu Azalia","Ayana Shahab"
"1,004.","Wa'alaikumussalam Paris",2016,106,"Comedy",8.4,"Benni Setiawan",7,"SU","Boris Bokir","Nino Fernandez","Fransoa"
"1,005.","Garuda di Dadaku 2",2011,100,"Drama",6.3,"Rudy Soedjarwo",119,"SU","Emir Mahira","Aldo Tansani","Maudy Koesnaedi"
"1,006.","12:00 A.M.",2005,105,"Drama",3.5,"Nayato Fio Nuala",37,"13+","Abimana Aryasatya","Olga Lydia","Rionaldo Stockhorst"
"1,007.","Inem Pelayan Sexy",1976,98,"Comedy",6.6,"Nya Abbas Akup",7,"13+","Kardjo Ac-Dc","Doris Callebaute","Ayub Abdul Djalal"
"1,008.","Di Luar Batas",1984,87,"Drama",4.3,"Jopi Burnama",8,"13+","Eva Arnaz","Mangara Siahaan","Boy Tirayoh"
"1,009.","Di Timur Matahari",2012,110,"Drama",7.9,"Ari Sihasale",84,"13+","Laura Basuki","Lukman Sardi","Ringgo Agus Rahman"
"1,010.","Perempuan Bergairah",1982,95,"Action",4.5,"Jopi Burnama",22,"13+","Eva Arnaz","Barry Prima","Diana Suarkom"
"1,011.","Gentayangan",2018,84,"Horror",4.5,"Shyam Ramsay",22,"13+","Witra Asliga","Baim Wong","Nadine Alexandra"
"1,012.","Kangen",2007,91,"Drama",5.8,"Nayato Fio Nuala",16,"13+","Bunga Citra Lestari","Reuben Elishama","Reuben E. Hadju"
"1,013.","Slank Nggak Ada Matinya",2013,96,"Comedy",7.9,"Fajar Bustomi",13,"13+","Nadine Alexandra","Aaron Ashab","Meriam Bellina"
"1,017.","Haji Backpacker",2014,107,"Adventure",6.4,"Danial Rifki",29,"13+","Abimana Aryasatya","Dewi Sandra","Laudya Cynthia Bella"
"1,018.","The Witness",2012,100,"Drama",6.3,"Muhammad Yusuf",47,"R","Gwen Zamora","Pierre Gruno","Agung Saga"
"1,019.","Kebun Binatang",2012,95,"Drama",6.3,"Edwin",299,"R","Ladya Cheryl","Nicholas Saputra","Adjie Nur Ahmad"
"1,020.","Kereta Hantu Manggarai",2008,89,"Horror",5.1,"Nayato Fio Nuala",1220,"R","Sheila Marcia","Melvin Giovanie","Stefanie Hariadi"
"1,021.","Panji Manusia Milenium",2001,95,"Action",6,"Ayu Azhari",14,"13+","Tia Ivanka","Fendy Pradana","Kiki Widyasari"
"1,022.","Love You... Love You Not",2015,95,"Comedy",5.6,"Sridhar Jetty",65,"13+","Chelsea Islan","Hamish Daud","Miller Khan"
"1,023.","Sang Pencerah",2010,112,"Biography",6.8,"Hanung Bramantyo",227,"13+","Lukman Sardi","Zaskia Adya Mecca","Slamet Rahardjo"
"1,024.","Bayi Gaib: Bayi Tumbal Bayi Mati",2018,93,"Horror",5.6,"Rizal Mantovani",22,"13+","Rianti Cartwright","Ashraf Sinclair","Mario Lawalatta"
"1,026.","Laura & Marsha",2013,107,"Drama",6.5,"Dinna Jasanti",9,"13+","Prisia Nasution","Adinia Wirasti","Ratna Riantiarno"
"1,028.","Rimba Panas",1988,89,"Adventure",3.7,"Ratno Timoer",19,"13+","Advent Bangun","Johan Saimima","Alba Fuad"
"1,029.","Tentang Cinta",2007,90,"Drama",7.9,"Soni Gaokasak",60,"13+","Vino G. Bastian","Hayria Faturrahman","Sheila Marcia"
"1,030.","The Right One",2014,92,"Drama",7,"Stephen Odang",21,"13+","Gandhi Fernando","Tara Basro","Dave Alexandre"
"1,031.","Tanah Surga... Katanya",2012,91,"Drama",7,"Herwin Novianto",114,"13+","Osa Aji Santoso","Norman R. Akyuwen","Andre Dimas Apri"
"1,032.","Cinta Segi Tiga",1983,123,"Drama",6.1,"Yung Indrajaya",9,"13+","Alwi A.S.","Rhoma Irama","Ade Irawan"
"1,033.","Mantan",2017,97,"Drama",6.5,"Svetlana Dea",21,"13+","Achmad Romie","Gandhi Fernando","Luna Maya"
"1,034.","Dukun lintah",1981,97,"Horror",4.4,"Ackyl Anwari",7,"13+","Susanna Caecilia","Alex Kembar","Hendra Cipta"
"1,035.","Sukep: The Movie",2019,113,"Comedy",7.8,"Akil Wasa",5,"13+","Kamil Onte","Ivan Seventeen","Irfan Govinda"
"1,036.","Mumpung Ada Kesempatan",1993,85,"Adventure",5,"Arizal",6,"13+","M. Amin","Ayu Azhari","Susy Bolle"
"1,037.","Dikejar dosa",1974,90,"Adventure",8.4,"Lukman Hakim Nain",8,"13+","Yan Bastian","Hendra Cipta","Arman Effendy"
"1,038.","Pencarian Terakhir",2008,90,"Adventure",7.3,"Affandi Abdul Rachman",43,"13+","Lukman Sardi","Richa Novisha","Yama Carlos"
"1,039.","Midah Perawan Buronan",1983,77,"Comedy",5.3,"Fritz G. Schadt",8,"13+","Eva Arnaz","Edy S. Jonathan","Adang Mansyur"
"1,040.","Lupa Aturan Main",1990,77,"Comedy",7.3,"H. Tjut Djalil",37,"13+","Eva Arnaz","Diding Boneng","Rini S. Bono"
"1,041.","Gadis berwajah seribu",1984,79,"Action",5.5,"Ratno Timoer",60,"13+","Barry Prima","Dana Christina","Advent Bangun"
"1,042.","Forceful Impact",1987,79,"Action",2.9,"Ackyl Anwari",8,"13+","Warren Fleming","Cindy Lee Duck","Hengky Tornando"
"1,043.","Anda Puas Saya Loyo",2008,82,"Comedy",2.9,"K.K. Dheeraj",8,"13+","Komeng","Ruben Onsu","Bedu"
"1,044.","Athirah",2016,77,"Biography",7,"Riri Riza",141,"13+","Cut Mini Theo","Christoffer Nelwan","Nino Prabowo"
"1,045.","Kepergok Pocong",2011,78,"Comedy",4.6,"Nayato Fio Nuala",13,"13+","Azis Gagap","Reymond Knuliq","Rozie Mahally"
"1,046.","The Butterfly",2007,85,"Drama",6.2,"Nayato Fio Nuala",26,"13+","Debby Kristy","Andhika Pratama","Poppy Sovia"
"1,047.","Tahu Diri Dong",1984,89,"Comedy",7.1,"Arizal",44,"13+","Ita Agusta","Eva Arnaz","Malino Djunaedy"
"1,048.","Bumi Itu Bulat",2019,103,"Drama",7.7,"Ron Widodo",12,"13+","Rayn Wijaya","Febby Rastanty","Rania Putri Sari"
"1,049.","Jermal",2008,88,"Drama",6.8,"Ravi L. Bharwani",175,"21+","Rayya Makarim","Orlow Seunke","Iqbal S. Manurung"
"1,050.","Sang Pialang",2013,112,"Drama",7,"Asad Amar",26,"21+","Meisa Felaroze","Abimana Aryasatya","Kamidia Radisti"
"1,051.","Arwah Kuntilanak Duyung",2011,77,"Comedy",2.9,"Yoyok Subagyo",42,"21+","Dewi Perssik","Saipul Jamil","Pretty Asmara"
"1,053.","Aku Ingin Menciummu Sekali Saja",2002,90,"Comedy",6.3,"Garin Nugroho",54,"13+","Octavianus Rysiat Muabuay","Lulu Tobing","Minus Coneston Karoba"
"1,054.","King",2009,99,"Drama",7.2,"Ari Sihasale",64,"13+","Rangga Raditya","Lucky Martin","Surya Saputra"
"1,055.","Kesempatan Kedu(d)a",2018,99,"Comedy",6.8,"Awi Suryadi",14,"13+","Raffi Ahmad","Zizan Razak","Cut Meyriska"
"1,056.","Angkringan",2021,115,"Drama",6.2,"Dwi Sasono",130,"SU","","",""
"1,057.","Down Swan",2019,115,"Drama",6.2,"Fuad Akbar",130,"SU","Arina Dhisya","Ariyo Wahab","Putri Ayudya"
"1,058.","Soegija",2012,115,"Biography",6.2,"Garin Nugroho",130,"21+","Nirwan Dewanto","Annisa Hertami Kusumastuti","Wouter Braaf"
"1,062.","Homecoming",2019,93,"Drama",7.5,"Adriyanto Dewo",48,"21+","Asmara Abigail","Putri Ayudya","Ibnu Jamil"
"1,064.","Indera ke Enam",2016,77,"Thriller",5.4,"Wisnu Kuncoro",20,"21+","Natasha Gott","Widi Dwinanda","Gandhi Fernando"
"1,065.","The Empire's Throne",2013,71,"Action",5.4,"Nirattisai Kaljareuk",54,"21+","Slamet Rahardjo","Livi Zheng","Saifullah Yusuf"
"1,066.","Jenderal Kancil: The Movie",2012,85,"Comedy",4.8,"Harry Suharyadi",7,"21+","Adam Xavier","Ersya Aurelia","Achmad Albar"
"1,068.","Janda Kembang",2009,196,"Comedy",4.3,"Lakonde",21,"21+","Ringgo Agus Rahman","Luna Maya","Sarah Sechan"
"1,069.","Gengsi Dong",1980,196,"Comedy",6.3,"Nawi Ismail",10,"21+","Dono Warkop","Indro Warkop","Kasino Warkop"
"1,070.","Walet merah",1993,78,"Action",5.1,"S.A. Karim",32,"21+","Barry Prima","Devi Permatasari","Yunita Sarah Boom"
"1,071.","5 cewek jagoan",1980,95,"Action",5.1,"Danu Umbara",32,"21+","Yatti Octavia","Lydia Kandou","Debbie Cinthya Dewi"
"1,072.","Kemilau cinta di langit jingga",1985,121,"Action",6.5,"Muchlis Raya",9,"21+","Rhoma Irama","Yatti Octavia","Harun Syarif"
"1,073.","Youtubers",2015,96,"Comedy",6.2,"Jovial Da Lopez",9,"21+","Kemal Palevi","Jovial Da Lopez","Andovi Da Lopez"
"1,074.","Ku Tunggu Jandamu",2008,90,"Comedy",3.4,"Findo Purwono",23,"21+","Cynthiara Alona","Edi Brokoli","Farah Diana"
"1,075.","XXL: Double Extra Large",2009,90,"Comedy",4.5,"Ivander Tedjasukmana",29,"21+","Aming Sugandhi","Mey Chan","Sarah Sechan"
"1,076.","Kembang Kantil",2018,80,"Horror",6.6,"Ubay Fox",14,"21+","Irish Bella","Nafa Urbach","Sarwendah Tan"
"1,077.","Dilarang Masuk!",2016,77,"Horror",7.6,"Nayato Fio Nuala",74,"21+","Maxime Bouttier","Yova Gracia","Sahila Hisyam"
"1,078.","Jakarta Maghrib",2010,75,"Drama",7.6,"Salman Aristo",74,"21+","Reza Rahadian","Ringgo Agus Rahman","Lukman Sardi"
"1,079.","Di Bawah Lindungan Ka'bah",2011,121,"Drama",6.8,"Hanny Saputra",110,"21+","Laudya Cynthia Bella","Herjunot Ali","Niken Anjani"
"1,080.","Emak Ingin Naik Haji",2009,98,"Drama",7,"Aditya Gumay",150,"21+","Ati Kanser Zein","Reza Rahadian","Didi Petet"
"1,084.","Kenapa Harus Bule?",2018,89,"Comedy",7.5,"Andri Cung",41,"21+","Putri Ayudya","Natalius Chendana","Cornelio Sunny"
"1,085.","Arwah Goyang Karawang",2011,90,"Comedy",3.1,"Helfi C.H. Kardit",40,"13+","Erlando","Ajeng Kraton","Julia Perez"
"1,086.","Wening",2019,76,"Drama",7,"Agus Pestol",61,"13+","Slamet Ambari","Nungki Kusumastuti","Ruth Marini"
"1,087.","Skripsick: Derita Mahasiswa Abadi",2021,98,"Drama",7,"Tommy Limm",61,"13+","Amanda Rawles","Rayn Wijaya","Susan Sameh"
"1,088.","R: Raja, Ratu, & Rahasia",2018,98,"Drama",7,"Findo Purwono",61,"13+","Brandon Salim","Aurora Ribero","Ira Wibowo"
"1,089.","Pasir Berbisik",2001,106,"Drama",7.2,"Nan Triveni Achnas",207,"13+","Christine Hakim","Dian Sastrowardoyo","Slamet Rahardjo"
"1,091.","Cinta Dalam Kardus",2013,90,"Comedy",6.4,"Salman Aristo",199,"13+","Raditya Dika","Anizabella Lesmana","Dahlia Poland"
"1,092.","Mati Suri",2009,90,"Horror",5.5,"Rizal Mantovani",73,"13+","Nadine Chandrawinata","Yama Carlos","Aty Cancer"
"1,093.","Finding Srimulat",2013,104,"Comedy",6.9,"Charles Gozali",42,"13+","Akbar","Fauzi Baadila","Rianti Cartwright"
"1,094.","Setan Kredit",1981,84,"Comedy",7.3,"Nawi Ismail",12,"13+","Dono Warkop","Indro Warkop","Kasino Warkop"
"1,095.","Republik Twitter",2012,105,"Drama",7.4,"Kuntz Agus",64,"13+","Laura Basuki","Abimana Aryasatya","Ben Kasyafani"
"1,096.","Olga dan Sepatu Roda",1992,90,"Comedy",7.9,"Achiel Nasrun",16,"13+","Nike Ardilla","Alba Fuad","Tino Karno"
"1,097.","Setannya Kok Beneran?",2008,90,"Comedy",4.9,"Muchyar Syamas",25,"13+","Ence Bagus","Indra Birowo","Dimas Fadli"
"1,099.","Kawin Kontrak Lagi",2008,104,"Comedy",4.4,"Ody C. Harahap",36,"13+","Ricky Harun","Lukman Sardi","Wiwid Gunawan"
"1,100.","Di Bawah Pohon",2008,104,"Drama",6.8,"Garin Nugroho",62,"13+","Ikranagara","Ayu Laksmi","Nadia Saphira"
"1,101.","Misteri dari Gunung Merapi",1990,90,"Action",5.6,"Liliek Sudjio",17,"13+","Fendy Pradana","Ida Iasha","Farida Pasha"
"1,102.","Surat Untukmu",2016,97,"Drama",9.4,"Harris Nizam",19,"13+","Tio Pakusadewo","Prilly Latuconsina","Arbani Yasiz"
"1,106.","Ferocious Female Freedom Fighters, Part 2",1982,90,"Action",6.5,"Arizal",20,"13+","Bram Adrianto","Eva Arnaz","Malino Djunaedy"
"1,108.","My Last Love",2012,88,"Drama",6,"Nayato Fio Nuala",19,"13+","Donita","Caroline Elodie","Rozie Mahally"
"1,109.","Arisan! 2",2011,119,"Comedy",6.5,"Nia Di Nata",176,"13+","Cut Mini Theo","Tora Sudiro","Surya Saputra"
"1,113.","Romeo Juliet",2009,104,"Drama",7.4,"Andibachtiar Yusuf",78,"13+","Sissy Priscillia","Edo Borne","Alex Komang"
"1,114.","Wewe Gombel",1988,83,"Horror",7.5,"B.Z. Kadaryono",7,"13+","Joice Erna","Jamal Mirdad","Arthur Tobing"
"1,115.","Bidadari Jakarta",2010,90,"Drama",7.5,"Nanang Istiabudi",7,"13+","Fahmi Aditya","Ayang","Poppy Bunga"
"1,116.","Akhir Sebuah Impian",1973,110,"Drama",6.2,"Turino Junaidy",8,"13+","Emilia Contessa","Broery Marantika","Benyamin S."
"1,117.","Mars and Venus (Collabs Version)",2020,101,"Comedy",4.3,"Hadrah Daeng Ratu",8,"13+","Pamela Bowie","Ge Pamungkas","Reza Nangin"
"1,118.","Kelabang Seribu",1987,95,"Action",4.3,"Imam Tantowi",8,"13+","Nurul Arifin","Advent Bangun","Ricky Hosada"
"1,119.","Insya Allah Sah 2",2018,91,"Action",7.1,"Anggy Umbara",57,"13+","Bounty Umbara","Pandji Pragiwaksono","Donny Alamsyah"
"1,121.","Tirai malam pengantin",1983,93,"Drama",7.3,"Ida Farida",6,"13+","Yessy Gusman","Rico Tampatty","Titi Dwijayati"
"1,122.","Cinta terlarang",1995,86,"Horror",7.3,"Pitradjaya Burnama",6,"13+","Lela Anggraini","Sonny Dewantara","Welda Hidayat"
"1,123.","Hijabers in Love",2014,120,"Romance",6.1,"Ario Rubbik",385,"13+","Shawn Adrian Khulafa","Vebby Palwinta","Andania Suri"
"1,124.","Cinta Brontosaurus",2013,98,"Comedy",6.1,"Fajar Nugros",385,"13+","Raditya Dika","Eriska Rein","Soleh Solihun"
"1,125.","Oh Baby",2008,101,"Drama",5.4,"Cassandra Massardi",79,"D","Cinta Laura Kiehl","Ridwan Ghany","Randy Pangalila"
"1,126.","Kabayan Milenial Bersinar",2021,101,"Drama",6.7,"Rolly Januar Bahar",125,"D","Olla Manelo","Suci Anggun","Farihin Asep"
"1,127.","Mika",2013,101,"Drama",6.7,"Lasja Fauzia",125,"D","Vino G. Bastian","Velove Vexia","Framly Daniel"
"1,128.","Medley",2007,97,"Drama",6.4,"Franklin Darmadi",9,"D","Alexandra Gottardo","Alex Komang","Hermann Josis Mokalu"
"1,129.","Mirror",2005,112,"Horror",6.9,"Hanny Saputra",79,"D","Nirina Zubir","Jonathan Lesmana","Ichi Nuraini"
"1,131.","Denias, Senandung di Atas Awan",2006,110,"Drama",6.9,"John de Rantau",164,"13+","Albert Fakdawer","Ari Sihasale","Marcella Zalianty"
"1,133.","Mana Tahaaan...",1979,102,"Comedy",7.1,"Nawi Ismail",8,"13+","Dono Warkop","Kasino Warkop","Indro Warkop"
"1,134.","Senior",2019,94,"Drama",7.1,"Indra Gunawan",23,"13+","Jerome Kurnia","Rebecca Klopper","Shandy William"
"1,135.","Sing to the Dawn",2008,93,"Animation",5.3,"Philip Mitchell",61,"R","Indra Bekti","Brad Bowyer","Jason Chan"
"1,136.","Malam Minggu Miko Movie",2014,90,"Comedy",7,"Raditya Dika",38,"R","Ryan Adriandhy","Sheila Dara Aisha","Syaiful Akbar"
"1,138.","Betty bencong slebor",1978,106,"Comedy",7.7,"Benyamin S.",6,"13+","Benyamin S.","Bokir","Aminah Cendrakasih"
"1,139.","Cinta sama dengan Cindolo Na Tape",2018,106,"Comedy",7.5,"Andi Burhamzah",16,"13+","A. Thesar Resandy","Maizura","Brilian Rexy Sondakh"
"1,140.","Jaka geledek",1983,106,"Drama",7.6,"Fritz G. Schadt",18,"13+","George Rudy","Siska Widowati","Dicky Zulkarnaen"
"1,141.","Say I Love You",2019,106,"Drama",7.6,"Faozan Rizal",18,"13+","Verdi Solaiman","Rachel Amanda","Dinda Hauw"
"1,143.","Suami-Suami Takut Istri: The Movie",2008,101,"Comedy",4.2,"Sofyan D. Surza",40,"SU","Otis Pamutih","Aty Fathiyah","Irfan Setiadi"
"1,144.","Posesif",2017,101,"Comedy",3.3,"",6,"SU","","",""
"1,145.","Villa Berdarah",2018,96,"Horror",3.3,"Bambang Drias",6,"SU","Al Ghazali","Metta Permadi","Dara Rizki Ruhiana"
"1,146.","Jagoan Instan",2016,96,"Action",5.1,"Fajar Bustomi",30,"SU","Kemal Palevi","Kevin Julio","Anisa Rahma"
"1,147.","IQ Jongkok",1981,89,"Comedy",7,"Nawi Ismail",9,"SU","Dono Warkop","Indro Warkop","Kasino Warkop"
"1,148.","Sabyan Menjemput Mimpi",2019,94,"Drama",6.2,"Alim Ishaq",14,"SU","Nissa Sabyan","Anis Sabyan","Ayus Sabyan"
